custom_label,conf,IMAGE_FILENAME,SCALE,ROI_SIZE_MM,NON_TRANSPARENT_PIXELS,AREA_MM2,species,temp,sex,replicate,split
DROSO_02_MEL_19_M,0.937007486820221,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_right_CROPNUMBER_16_UUID_DROSO_02_MEL_19_M.jpg,0.571428571428571,3.1115,76246,4.8037958359375,MEL,19,M,2,train
DROSO_02_EQU_19_M,0.937092661857605,00_data/02_resized/crops/crop_2026-01-14_09-45-54.top_right_CROPNUMBER_6_UUID_DROSO_02_EQU_19_M.jpg,0.60377358490566,2.9448125,56715,3.57326654296875,EQU,19,M,2,train
DROSO_02_SIM_19_F,0.937267184257507,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_left_CROPNUMBER_6_UUID_DROSO_02_SIM_19_F.jpg,0.484848484848485,3.667125,83518,5.2619602421875,SIM,19,F,2,train
DROSO_02_MEL_19_F,0.937308549880981,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_left_CROPNUMBER_18_UUID_DROSO_02_MEL_19_F.jpg,0.417910447761194,4.2545,113213,7.13286123828125,MEL,19,F,2,train
DROSO_02_SIM_19_M,0.937426388263702,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_right_CROPNUMBER_13_UUID_DROSO_02_SIM_19_M.jpg,0.670658682634731,2.651125,64224,4.046362875,SIM,19,M,2,train
DROSO_02_SIM_19_M,0.93756103515625,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_right_CROPNUMBER_12_UUID_DROSO_02_SIM_19_M.jpg,0.535885167464115,3.317875,76639,4.82855637109375,SIM,19,M,2,train
DROSO_02_MEL_19_M,0.937743306159973,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_right_CROPNUMBER_15_UUID_DROSO_02_MEL_19_M.jpg,0.525821596244132,3.381375,75897,4.78180747265625,MEL,19,M,2,train
DROSO_02_SIM_19_F,0.937789738178253,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_left_CROPNUMBER_5_UUID_DROSO_02_SIM_19_F.jpg,0.497777777777778,3.571875,83421,5.25584886328125,SIM,19,F,2,train
DROSO_02_MEL_19_M,0.937811315059662,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_right_CROPNUMBER_14_UUID_DROSO_02_MEL_19_M.jpg,0.574358974358974,3.095625,74052,4.665565265625,MEL,19,M,2,train
DROSO_02_SIM_19_F,0.937860071659088,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_left_CROPNUMBER_4_UUID_DROSO_02_SIM_19_F.jpg,0.460905349794239,3.857625,87247,5.49690180859375,SIM,19,F,2,train
DROSO_02_EQU_19_M,0.937864363193512,00_data/02_resized/crops/crop_2026-01-14_09-45-54.top_right_CROPNUMBER_5_UUID_DROSO_02_EQU_19_M.jpg,0.532066508313539,3.3416875,65222,4.1092407734375,EQU,19,M,2,train
DROSO_02_SIM_19_F,0.937944710254669,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_left_CROPNUMBER_3_UUID_DROSO_02_SIM_19_F.jpg,0.535885167464115,3.317875,72738,4.5827781328125,SIM,19,F,2,train
DROSO_02_EQU_19_M,0.938032269477844,00_data/02_resized/crops/crop_2026-01-14_09-45-54.top_right_CROPNUMBER_4_UUID_DROSO_02_EQU_19_M.jpg,0.517321016166282,3.4369375,68040,4.28678578125,EQU,19,M,2,train
DROSO_02_LUT_19_M,0.938061237335205,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_right_CROPNUMBER_8_UUID_DROSO_02_LUT_19_M.jpg,0.383561643835616,4.6355,98600,6.21218515625,LUT,19,M,2,train
DROSO_02_SIM_19_F,0.938136041164398,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_left_CROPNUMBER_2_UUID_DROSO_02_SIM_19_F.jpg,0.468619246861925,3.794125,70272,4.4274105,SIM,19,F,2,train
DROSO_02_LUT_19_F,0.938319444656372,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_left_CROPNUMBER_15_UUID_DROSO_02_LUT_19_F.jpg,0.489082969432314,3.635375,90711,5.71514733984375,LUT,19,F,2,train
DROSO_02_VIR_19_M,0.938327848911285,00_data/02_resized/crops/crop_2026-01-14_10-14-34.top_right_CROPNUMBER_7_UUID_DROSO_02_VIR_19_M.jpg,0.370860927152318,4.79425,142805,8.99727283203125,VIR,19,M,2,train
DROSO_02_MEL_19_F,0.938368797302246,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_left_CROPNUMBER_17_UUID_DROSO_02_MEL_19_F.jpg,0.434108527131783,4.09575,96956,6.108606734375,MEL,19,F,2,train
DROSO_02_MEL_19_M,0.938514947891235,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_right_CROPNUMBER_13_UUID_DROSO_02_MEL_19_M.jpg,0.365415986949429,4.8656875,90787,5.71993563671875,MEL,19,M,2,train
DROSO_02_SIM_19_M,0.93858277797699,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_right_CROPNUMBER_11_UUID_DROSO_02_SIM_19_M.jpg,0.408759124087591,4.34975,94747,5.96943110546875,SIM,19,M,2,train
DROSO_02_SIM_19_M,0.938729822635651,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_right_CROPNUMBER_10_UUID_DROSO_02_SIM_19_M.jpg,0.519721577726218,3.4210625,78549,4.94889383203125,SIM,19,M,2,train
DROSO_02_EQU_19_M,0.938824474811554,00_data/02_resized/crops/crop_2026-01-14_09-45-54.top_right_CROPNUMBER_3_UUID_DROSO_02_EQU_19_M.jpg,0.672672672672673,2.6431875,55359,3.48783324609375,EQU,19,M,2,train
DROSO_02_MEL_19_M,0.938990831375122,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_right_CROPNUMBER_12_UUID_DROSO_02_MEL_19_M.jpg,0.482758620689655,3.683,88785,5.59380181640625,MEL,19,M,2,train
DROSO_02_MEL_19_F,0.939012825489044,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_left_CROPNUMBER_16_UUID_DROSO_02_MEL_19_F.jpg,0.459016393442623,3.8735,94431,5.94952187109375,MEL,19,F,2,train
DROSO_02_LUT_19_F,0.93904048204422,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_left_CROPNUMBER_14_UUID_DROSO_02_LUT_19_F.jpg,0.356687898089172,4.98475,115548,7.279975359375,LUT,19,F,2,train
DROSO_02_MEL_19_F,0.939137160778046,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_left_CROPNUMBER_15_UUID_DROSO_02_MEL_19_F.jpg,0.496674057649667,3.5798125,80285,5.05826861328125,MEL,19,F,2,train
DROSO_02_EQU_19_F,0.939920783042908,00_data/02_resized/crops/crop_2026-01-14_09-45-54.top_left_CROPNUMBER_4_UUID_DROSO_02_EQU_19_F.jpg,0.510250569476082,3.4845625,77271,4.86837483984375,EQU,19,F,2,train
DROSO_02_MEL_19_F,0.939924716949463,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_left_CROPNUMBER_14_UUID_DROSO_02_MEL_19_F.jpg,0.425855513307985,4.175125,103870,6.5442157421875,MEL,19,F,2,train
DROSO_02_LUT_19_F,0.940005362033844,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_left_CROPNUMBER_13_UUID_DROSO_02_LUT_19_F.jpg,0.353870458135861,5.0244375,127681,8.04440175390625,LUT,19,F,2,train
DROSO_02_LUT_19_M,0.940052807331085,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_right_CROPNUMBER_7_UUID_DROSO_02_LUT_19_M.jpg,0.452525252525253,3.9290625,86729,5.46426578515625,LUT,19,M,2,train
DROSO_02_VIR_19_M,0.940176367759705,00_data/02_resized/crops/crop_2026-01-14_10-14-34.top_right_CROPNUMBER_6_UUID_DROSO_02_VIR_19_M.jpg,0.344086021505376,5.1673125,123860,7.803663828125,VIR,19,M,2,train
DROSO_02_SIM_19_F,0.940200209617615,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_left_CROPNUMBER_1_UUID_DROSO_02_SIM_19_F.jpg,0.470588235294118,3.77825,88387,5.56872626171875,SIM,19,F,2,train
DROSO_02_MEL_19_F,0.940213978290558,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_left_CROPNUMBER_13_UUID_DROSO_02_MEL_19_F.jpg,0.455284552845528,3.90525,80860,5.094495859375,MEL,19,F,2,train
DROSO_02_LUT_19_M,0.940223693847656,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_right_CROPNUMBER_6_UUID_DROSO_02_LUT_19_M.jpg,0.48068669527897,3.698875,79844,5.030483890625,LUT,19,M,2,train
DROSO_02_MEL_19_F,0.940269231796265,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_left_CROPNUMBER_12_UUID_DROSO_02_MEL_19_F.jpg,0.421845574387947,4.2148125,99324,6.257799984375,MEL,19,F,2,train
DROSO_02_LUT_19_F,0.940317928791046,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_left_CROPNUMBER_12_UUID_DROSO_02_LUT_19_F.jpg,0.455284552845528,3.90525,97733,6.15756076953125,LUT,19,F,2,train
DROSO_02_SIM_19_M,0.94032633304596,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_right_CROPNUMBER_9_UUID_DROSO_02_SIM_19_M.jpg,0.405797101449275,4.3815,92265,5.81305541015625,SIM,19,M,2,train
DROSO_02_SIM_19_M,0.940330445766449,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_right_CROPNUMBER_8_UUID_DROSO_02_SIM_19_M.jpg,0.460905349794239,3.857625,86604,5.456390296875,SIM,19,M,2,train
DROSO_02_EQU_19_M,0.940899968147278,00_data/02_resized/crops/crop_2026-01-14_09-45-54.top_right_CROPNUMBER_2_UUID_DROSO_02_EQU_19_M.jpg,0.654970760233918,2.714625,63140,3.978066640625,EQU,19,M,2,train
DROSO_02_MEL_19_F,0.940965414047241,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_left_CROPNUMBER_11_UUID_DROSO_02_MEL_19_F.jpg,0.481720430107527,3.6909375,94956,5.982598921875,MEL,19,F,2,train
DROSO_02_VIR_19_M,0.94101220369339,00_data/02_resized/crops/crop_2026-01-14_10-14-34.top_right_CROPNUMBER_5_UUID_DROSO_02_VIR_19_M.jpg,0.376470588235294,4.7228125,144561,9.10790769140625,VIR,19,M,2,train
DROSO_02_MEL_19_M,0.941151320934296,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_right_CROPNUMBER_11_UUID_DROSO_02_MEL_19_M.jpg,0.474576271186441,3.7465,71532,4.506795421875,MEL,19,M,2,train
DROSO_02_LUT_19_F,0.94159072637558,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_left_CROPNUMBER_11_UUID_DROSO_02_LUT_19_F.jpg,0.403603603603604,4.4053125,118652,7.475539484375,LUT,19,F,2,train
DROSO_02_SIM_19_F,0.941641330718994,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_left_CROPNUMBER_0_UUID_DROSO_02_SIM_19_F.jpg,0.492307692307692,3.6115625,79334,4.9983518984375,SIM,19,F,2,train
DROSO_02_LUT_19_F,0.941879093647003,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_left_CROPNUMBER_10_UUID_DROSO_02_LUT_19_F.jpg,0.395061728395062,4.5005625,125753,7.92293022265625,LUT,19,F,2,train
DROSO_02_LUT_19_M,0.941879332065582,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_right_CROPNUMBER_5_UUID_DROSO_02_LUT_19_M.jpg,0.567088607594937,3.1353125,74912,4.719748625,LUT,19,M,2,train
DROSO_02_VIR_19_M,0.941880166530609,00_data/02_resized/crops/crop_2026-01-14_10-14-34.top_right_CROPNUMBER_4_UUID_DROSO_02_VIR_19_M.jpg,0.353312302839117,5.032375,153983,9.70153049609375,VIR,19,M,2,train
DROSO_02_EQU_19_M,0.942004263401032,00_data/02_resized/crops/crop_2026-01-14_09-45-54.top_right_CROPNUMBER_1_UUID_DROSO_02_EQU_19_M.jpg,0.518518518518519,3.429,56134,3.5366612734375,EQU,19,M,2,train
DROSO_02_MEL_19_F,0.942063689231873,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_left_CROPNUMBER_10_UUID_DROSO_02_MEL_19_F.jpg,0.476595744680851,3.730625,86837,5.47107020703125,MEL,19,F,2,train
DROSO_02_LUT_19_F,0.942124128341675,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_left_CROPNUMBER_9_UUID_DROSO_02_LUT_19_F.jpg,0.4375,4.064,108322,6.8247091328125,LUT,19,F,2,train
DROSO_02_EQU_19_M,0.942179143428802,00_data/02_resized/crops/crop_2026-01-14_09-45-54.top_right_CROPNUMBER_0_UUID_DROSO_02_EQU_19_M.jpg,0.689230769230769,2.5796875,59776,3.7661215,EQU,19,M,2,train
DROSO_02_SIM_19_M,0.942241966724396,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_right_CROPNUMBER_7_UUID_DROSO_02_SIM_19_M.jpg,0.490153172866521,3.6274375,96658,6.0898315703125,SIM,19,M,2,train
DROSO_02_VIR_19_M,0.942289173603058,00_data/02_resized/crops/crop_2026-01-14_10-14-34.top_right_CROPNUMBER_3_UUID_DROSO_02_VIR_19_M.jpg,0.384879725085911,4.619625,110027,6.93213079296875,VIR,19,M,2,train
DROSO_02_MEL_19_F,0.942323923110962,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_left_CROPNUMBER_9_UUID_DROSO_02_MEL_19_F.jpg,0.4,4.445,125046,7.8783864609375,MEL,19,F,2,train
DROSO_02_LUT_19_F,0.942335903644562,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_left_CROPNUMBER_8_UUID_DROSO_02_LUT_19_F.jpg,0.39646017699115,4.4846875,120969,7.62151953515625,LUT,19,F,2,train
DROSO_02_LUT_19_M,0.942389249801636,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_right_CROPNUMBER_4_UUID_DROSO_02_LUT_19_M.jpg,0.498886414253898,3.5639375,73853,4.65302748828125,LUT,19,M,2,train
DROSO_02_MEL_19_M,0.94239091873169,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_right_CROPNUMBER_10_UUID_DROSO_02_MEL_19_M.jpg,0.494481236203091,3.5956875,72390,4.5608527734375,MEL,19,M,2,train
DROSO_02_VIR_19_F,0.94320672750473,00_data/02_resized/crops/crop_2026-01-14_10-14-34.top_left_CROPNUMBER_2_UUID_DROSO_02_VIR_19_F.jpg,0.369028006589786,4.8180625,133228,8.393884421875,VIR,19,F,2,train
DROSO_02_SIM_19_M,0.94342839717865,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_right_CROPNUMBER_6_UUID_DROSO_02_SIM_19_M.jpg,0.506787330316742,3.508375,86989,5.48064680078125,SIM,19,M,2,train
DROSO_02_EQU_19_F,0.943478405475617,00_data/02_resized/crops/crop_2026-01-14_09-45-54.top_left_CROPNUMBER_3_UUID_DROSO_02_EQU_19_F.jpg,0.477611940298507,3.7226875,70693,4.45393514453125,EQU,19,F,2,train
DROSO_02_MEL_19_M,0.943510472774506,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_right_CROPNUMBER_9_UUID_DROSO_02_MEL_19_M.jpg,0.48590021691974,3.6591875,90213,5.68377139453125,MEL,19,M,2,train
DROSO_02_LUT_19_F,0.943698763847351,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_left_CROPNUMBER_7_UUID_DROSO_02_LUT_19_F.jpg,0.377740303541315,4.7069375,109783,6.91675783984375,LUT,19,F,2,train
DROSO_02_MEL_19_M,0.943724036216736,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_right_CROPNUMBER_8_UUID_DROSO_02_MEL_19_M.jpg,0.506787330316742,3.508375,83690,5.2727969140625,MEL,19,M,2,train
DROSO_02_MEL_19_M,0.943734228610992,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_right_CROPNUMBER_7_UUID_DROSO_02_MEL_19_M.jpg,0.48590021691974,3.6591875,73662,4.6409937421875,MEL,19,M,2,train
DROSO_02_MEL_19_M,0.94378674030304,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_right_CROPNUMBER_6_UUID_DROSO_02_MEL_19_M.jpg,0.506787330316742,3.508375,76277,4.80574895703125,MEL,19,M,2,train
DROSO_02_LUT_19_F,0.943816721439362,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_left_CROPNUMBER_6_UUID_DROSO_02_LUT_19_F.jpg,0.459958932238193,3.8655625,102958,6.4867561796875,LUT,19,F,2,train
DROSO_02_MEL_19_F,0.944515645503998,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_left_CROPNUMBER_8_UUID_DROSO_02_MEL_19_F.jpg,0.456211812627291,3.8973125,87050,5.4844900390625,MEL,19,F,2,train
DROSO_02_MEL_19_F,0.944735646247864,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_left_CROPNUMBER_7_UUID_DROSO_02_MEL_19_F.jpg,0.533333333333333,3.33375,84639,5.33258762109375,MEL,19,F,2,train
DROSO_02_LUT_19_F,0.944923460483551,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_left_CROPNUMBER_5_UUID_DROSO_02_LUT_19_F.jpg,0.418691588785047,4.2465625,110871,6.98530608984375,LUT,19,F,2,train
DROSO_02_MEL_19_M,0.944971442222595,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_right_CROPNUMBER_5_UUID_DROSO_02_MEL_19_M.jpg,0.455284552845528,3.90525,90145,5.67948712890625,MEL,19,M,2,train
DROSO_02_MEL_19_M,0.94509357213974,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_right_CROPNUMBER_4_UUID_DROSO_02_MEL_19_M.jpg,0.466666666666667,3.81,71282,4.4910444453125,MEL,19,M,2,train
DROSO_02_MEL_19_F,0.945110082626343,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_left_CROPNUMBER_6_UUID_DROSO_02_MEL_19_F.jpg,0.494481236203091,3.5956875,85024,5.356844125,MEL,19,F,2,train
DROSO_02_LUT_19_F,0.945436537265778,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_left_CROPNUMBER_4_UUID_DROSO_02_LUT_19_F.jpg,0.379018612521151,4.6910625,141104,8.8901031875,LUT,19,F,2,train
DROSO_02_VIR_19_F,0.94567745923996,00_data/02_resized/crops/crop_2026-01-14_10-14-34.top_left_CROPNUMBER_1_UUID_DROSO_02_VIR_19_F.jpg,0.379661016949153,4.683125,127823,8.05334830859375,VIR,19,F,2,train
DROSO_02_VIR_19_M,0.945691585540772,00_data/02_resized/crops/crop_2026-01-14_10-14-34.top_right_CROPNUMBER_2_UUID_DROSO_02_VIR_19_M.jpg,0.355555555555556,5.000625,124051,7.81569757421875,VIR,19,M,2,train
DROSO_02_LUT_19_M,0.94580739736557,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_right_CROPNUMBER_3_UUID_DROSO_02_LUT_19_M.jpg,0.421052631578947,4.22275,104980,6.614150078125,LUT,19,M,2,train
DROSO_02_EQU_19_F,0.945839941501617,00_data/02_resized/crops/crop_2026-01-14_09-45-54.top_left_CROPNUMBER_2_UUID_DROSO_02_EQU_19_F.jpg,0.494481236203091,3.5956875,90737,5.71678544140625,EQU,19,F,2,train
DROSO_02_EQU_19_F,0.94585371017456,00_data/02_resized/crops/crop_2026-01-14_09-45-54.top_left_CROPNUMBER_1_UUID_DROSO_02_EQU_19_F.jpg,0.498886414253898,3.5639375,82153,5.17595991015625,EQU,19,F,2,train
DROSO_02_VIR_19_F,0.945860385894775,00_data/02_resized/crops/crop_2026-01-14_10-14-34.top_left_CROPNUMBER_0_UUID_DROSO_02_VIR_19_F.jpg,0.368421052631579,4.826,147454,9.2901779921875,VIR,19,F,2,train
DROSO_02_MEL_19_F,0.94591873884201,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_left_CROPNUMBER_5_UUID_DROSO_02_MEL_19_F.jpg,0.4796573875803,3.7068125,87511,5.51353483984375,MEL,19,F,2,train
DROSO_02_LUT_19_F,0.94591873884201,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_left_CROPNUMBER_3_UUID_DROSO_02_LUT_19_F.jpg,0.456211812627291,3.8973125,107044,6.744190140625,LUT,19,F,2,train
DROSO_02_MEL_19_F,0.94601446390152,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_left_CROPNUMBER_4_UUID_DROSO_02_MEL_19_F.jpg,0.489082969432314,3.635375,95317,6.00534333203125,MEL,19,F,2,train
DROSO_02_LUT_19_F,0.946055591106415,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_left_CROPNUMBER_2_UUID_DROSO_02_LUT_19_F.jpg,0.42911877394636,4.143375,113965,7.18024017578125,LUT,19,F,2,train
DROSO_02_VIR_19_M,0.946095407009125,00_data/02_resized/crops/crop_2026-01-14_10-14-34.top_right_CROPNUMBER_1_UUID_DROSO_02_VIR_19_M.jpg,0.394366197183099,4.5085,133894,8.4358450234375,VIR,19,M,2,train
DROSO_02_LUT_19_F,0.946278989315033,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_left_CROPNUMBER_1_UUID_DROSO_02_LUT_19_F.jpg,0.475583864118896,3.7385625,91989,5.79566633203125,LUT,19,F,2,train
DROSO_02_SIM_19_M,0.946541547775269,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_right_CROPNUMBER_5_UUID_DROSO_02_SIM_19_M.jpg,0.507936507936508,3.5004375,82337,5.18755262890625,SIM,19,M,2,train
DROSO_02_SIM_19_M,0.946766316890717,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_right_CROPNUMBER_4_UUID_DROSO_02_SIM_19_M.jpg,0.496674057649667,3.5798125,83414,5.2554078359375,SIM,19,M,2,train
DROSO_02_MEL_19_M,0.947283864021301,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_right_CROPNUMBER_3_UUID_DROSO_02_MEL_19_M.jpg,0.510250569476082,3.4845625,72621,4.57540667578125,MEL,19,M,2,train
DROSO_02_LUT_19_M,0.947716355323792,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_right_CROPNUMBER_2_UUID_DROSO_02_LUT_19_M.jpg,0.497777777777778,3.571875,78613,4.95292608203125,LUT,19,M,2,train
DROSO_02_SIM_19_M,0.948049545288086,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_right_CROPNUMBER_3_UUID_DROSO_02_SIM_19_M.jpg,0.525821596244132,3.381375,76631,4.82805233984375,SIM,19,M,2,train
DROSO_02_LUT_19_M,0.948202788829804,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_right_CROPNUMBER_1_UUID_DROSO_02_LUT_19_M.jpg,0.438356164383562,4.0560625,120047,7.56342993359375,LUT,19,M,2,train
DROSO_02_SIM_19_M,0.948727607727051,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_right_CROPNUMBER_2_UUID_DROSO_02_SIM_19_M.jpg,0.497777777777778,3.571875,72253,4.55222123828125,SIM,19,M,2,train
DROSO_02_MEL_19_M,0.948789536952972,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_right_CROPNUMBER_2_UUID_DROSO_02_MEL_19_M.jpg,0.475583864118896,3.7385625,76555,4.82326404296875,MEL,19,M,2,train
DROSO_02_MEL_19_F,0.949407398700714,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_left_CROPNUMBER_3_UUID_DROSO_02_MEL_19_F.jpg,0.446215139442231,3.984625,97326,6.1319181796875,MEL,19,F,2,train
DROSO_02_VIR_19_M,0.949435770511627,00_data/02_resized/crops/crop_2026-01-14_10-14-34.top_right_CROPNUMBER_0_UUID_DROSO_02_VIR_19_M.jpg,0.502242152466368,3.540125,79444,5.005282328125,VIR,19,M,2,train
DROSO_02_MEL_19_F,0.949964225292206,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_left_CROPNUMBER_2_UUID_DROSO_02_MEL_19_F.jpg,0.490153172866521,3.6274375,90018,5.6714856328125,MEL,19,F,2,train
DROSO_02_SIM_19_M,0.950002431869507,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_right_CROPNUMBER_1_UUID_DROSO_02_SIM_19_M.jpg,0.490153172866521,3.6274375,78976,4.9757965,SIM,19,M,2,train
DROSO_02_MEL_19_M,0.951026022434235,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_right_CROPNUMBER_1_UUID_DROSO_02_MEL_19_M.jpg,0.475583864118896,3.7385625,77605,4.88941814453125,MEL,19,M,2,train
DROSO_02_SIM_19_M,0.951156556606293,00_data/02_resized/crops/crop_2026-01-13_15-46-54.top_right_CROPNUMBER_0_UUID_DROSO_02_SIM_19_M.jpg,0.511415525114155,3.476625,76430,4.8153885546875,SIM,19,M,2,train
DROSO_02_MEL_19_F,0.951361358165741,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_left_CROPNUMBER_1_UUID_DROSO_02_MEL_19_F.jpg,0.5,3.556,80169,5.05096016015625,MEL,19,F,2,train
DROSO_02_MEL_19_F,0.95236074924469,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_left_CROPNUMBER_0_UUID_DROSO_02_MEL_19_F.jpg,0.532066508313539,3.3416875,87921,5.53936644140625,MEL,19,F,2,train
DROSO_02_LUT_19_M,0.953521490097046,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_right_CROPNUMBER_0_UUID_DROSO_02_LUT_19_M.jpg,0.48695652173913,3.65125,69628,4.386835984375,LUT,19,M,2,train
DROSO_02_EQU_19_F,0.953566431999206,00_data/02_resized/crops/crop_2026-01-14_09-45-54.top_left_CROPNUMBER_0_UUID_DROSO_02_EQU_19_F.jpg,0.511415525114155,3.476625,74680,4.70513171875,EQU,19,F,2,train
DROSO_02_LUT_19_F,0.953566908836365,00_data/02_resized/crops/crop_2026-01-14_09-15-30.top_left_CROPNUMBER_0_UUID_DROSO_02_LUT_19_F.jpg,0.519721577726218,3.4210625,89992,5.66984753125,LUT,19,F,2,train
DROSO_02_MEL_19_M,0.955712616443634,00_data/02_resized/crops/crop_2026-01-13_16-17-02.top_right_CROPNUMBER_0_UUID_DROSO_02_MEL_19_M.jpg,0.5,3.556,82144,5.175392875,MEL,19,M,2,train
DROSO_03_LUT_19_M,0.916736662387848,00_data/02_resized/crops/crop_2026-01-14_09-21-13.top_right_CROPNUMBER_19_UUID_DROSO_03_LUT_19_M.jpg,0.491228070175439,3.6195,67647,4.26202524609375,LUT,19,M,3,train
DROSO_03_VIR_19_F,0.916882455348968,00_data/02_resized/crops/crop_2026-01-14_10-20-10.top_left_CROPNUMBER_14_UUID_DROSO_03_VIR_19_F.jpg,0.349453978159126,5.0879375,101881,6.41890097265625,VIR,19,F,3,train
DROSO_03_VIR_19_F,0.91881912946701,00_data/02_resized/crops/crop_2026-01-14_10-20-10.top_left_CROPNUMBER_13_UUID_DROSO_03_VIR_19_F.jpg,0.377740303541315,4.7069375,91798,5.7836325859375,VIR,19,F,3,train
DROSO_03_SIM_19_F,0.919681668281555,00_data/02_resized/crops/crop_2026-01-13_15-52-35.top_left_CROPNUMBER_15_UUID_DROSO_03_SIM_19_F.jpg,0.452525252525253,3.9290625,76636,4.828367359375,SIM,19,F,3,train
DROSO_03_VIR_19_F,0.920219838619232,00_data/02_resized/crops/crop_2026-01-14_10-20-10.top_left_CROPNUMBER_12_UUID_DROSO_03_VIR_19_F.jpg,0.358974358974359,4.953,101486,6.3940144296875,VIR,19,F,3,train
DROSO_03_LUT_19_M,0.922112822532654,00_data/02_resized/crops/crop_2026-01-14_09-21-13.top_right_CROPNUMBER_18_UUID_DROSO_03_LUT_19_M.jpg,0.501118568232662,3.5480625,74536,4.69605915625,LUT,19,M,3,train
